Name,Age,Nationality,Position,Team,Game Position,Star Rating,"Helper Cells
IGNORE",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Stopping,Claiming,Distribution,Shooting,Dribbling,Passing,Defence,Unnamed: 21,Stopping.1,Claiming.1,Distribution.1,Shooting.1,Dribbling.1,Passing.1,Defence.1,Unnamed: 29,Stopping.2,Claiming.2,Distribution.2,Shooting.2,Dribbling.2,Passing.2,Defence.2,Unnamed: 37,Stopping.3,Claiming.3,Distribution.3,Shooting.3,Dribbling.3,Passing.3,Defence.3,Unnamed: 45,Stopping.4,Claiming.4,Distribution.4,Shooting.4,Dribbling.4,Passing.4,Defence.4,Photos,Unnamed: 54,OPTA ID,Team Badge,"Concatenate Name with "".png""","double checking if name match with image name (1 = yes, 0 = no)",MetadataCommon,MetadataUncommon,MetadataRare,MetadataUltra Rare,MetadataLegendary,ImageCommon,ImageUncommon,ImageRare,ImageUltra Rare,ImageLegendary
Inigo Lekue Martinez,32,Spain,Right-Back,ATHLETIC CLUB,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Inigo Lekue Martinez.png,,v7isqpxiursyjhj5rmhyhjv9,Athletic Bilbao.png,Inigo Lekue Martinez.png,1,https://players.gameon.app/laliga/season/metadata/Inigo Lekue Martinez/Inigo Lekue Martinez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Lekue Martinez/Inigo Lekue Martinez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Lekue Martinez/Inigo Lekue Martinez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Lekue Martinez/Inigo Lekue Martinez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Lekue Martinez/Inigo Lekue Martinez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Inigo Lekue Martinez/Inigo Lekue Martinez_Common_0.png,https://players.gameon.app/laliga/season/images/Inigo Lekue Martinez/Inigo Lekue Martinez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Inigo Lekue Martinez/Inigo Lekue Martinez_Rare_0.png,https://players.gameon.app/laliga/season/images/Inigo Lekue Martinez/Inigo Lekue Martinez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Inigo Lekue Martinez/Inigo Lekue Martinez_Legendary_0.png
Inigo Ruiz de Galarreta Etxeberria,31,Spain,Central Midfield,ATHLETIC CLUB,Midfield,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.25,1.5,1.5,1.25,,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.7,1.95,1.95,1.7,,1.0,1.0,1.0,1.95,2.2,2.2,1.95,Inigo Ruiz de Galarreta Etxeberria.png,,7ubtan6a51o79w469zawrqqqd,Athletic Bilbao.png,Inigo Ruiz de Galarreta Etxeberria.png,1,https://players.gameon.app/laliga/season/metadata/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Common_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Legendary_0.json,https://players.gameon.app/laliga/season/images/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Common_0.png,https://players.gameon.app/laliga/season/images/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Rare_0.png,https://players.gameon.app/laliga/season/images/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Inigo Ruiz de Galarreta Etxeberria/Inigo Ruiz de Galarreta Etxeberria_Legendary_0.png
Javier Marton Anso,22,Spain,Centre-Forward,ATHLETIC CLUB,Offence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.5,1.3,1.25,1.0,,1.0,1.0,1.0,1.6,1.4,1.35,1.1,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.95,1.75,1.7,1.45,,1.0,1.0,1.0,2.2,2.0,1.95,1.7,Javier Marton Anso.png,,9punjo6472xks9fivsfxprrsa,Athletic Bilbao.png,Javier Marton Anso.png,1,https://players.gameon.app/laliga/season/metadata/Javier Marton Anso/Javier Marton Anso_Common_0.json,https://players.gameon.app/laliga/season/metadata/Javier Marton Anso/Javier Marton Anso_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Javier Marton Anso/Javier Marton Anso_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Javier Marton Anso/Javier Marton Anso_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Javier Marton Anso/Javier Marton Anso_Legendary_0.json,https://players.gameon.app/laliga/season/images/Javier Marton Anso/Javier Marton Anso_Common_0.png,https://players.gameon.app/laliga/season/images/Javier Marton Anso/Javier Marton Anso_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Javier Marton Anso/Javier Marton Anso_Rare_0.png,https://players.gameon.app/laliga/season/images/Javier Marton Anso/Javier Marton Anso_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Javier Marton Anso/Javier Marton Anso_Legendary_0.png
Julen Agirrezabala Astulez,23,Spain,Goalkeeper,ATHLETIC CLUB,GK,2,1.75,1.5,2.5,,,,,2.0,1.75,2.75,1.0,1.0,1.0,1.0,,2.2,1.95,2.95,1.0,1.0,1.0,1.0,,2.4,2.15,3.15,1.0,1.0,1.0,1.0,,2.7,2.45,3.45,1.0,1.0,1.0,1.0,,3.1,2.85,3.85,1.0,1.0,1.0,1.0,Julen Agirrezabala Astulez.png,,1tctbwsidibct7wphjgv8mdm2,Athletic Bilbao.png,Julen Agirrezabala Astulez.png,1,https://players.gameon.app/laliga/season/metadata/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Common_0.png,https://players.gameon.app/laliga/season/images/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Rare_0.png,https://players.gameon.app/laliga/season/images/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Julen Agirrezabala Astulez/Julen Agirrezabala Astulez_Legendary_0.png
Mikel Jauregizar Alboniga,20,Spain,Central Midfield,ATHLETIC CLUB,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Mikel Jauregizar Alboniga.png,,ck7lu09geq8mi6vkf2llyi5ii,Athletic Bilbao.png,Mikel Jauregizar Alboniga.png,1,https://players.gameon.app/laliga/season/metadata/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Common_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Legendary_0.json,https://players.gameon.app/laliga/season/images/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Common_0.png,https://players.gameon.app/laliga/season/images/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Rare_0.png,https://players.gameon.app/laliga/season/images/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Mikel Jauregizar Alboniga/Mikel Jauregizar Alboniga_Legendary_0.png
Mikel Vesga Arruti,31,Spain,Defensive Midfield,ATHLETIC CLUB,Midfield,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.45,1.7,1.7,1.45,,1.0,1.0,1.0,1.6,1.85,1.85,1.6,,1.0,1.0,1.0,1.8,2.05,2.05,1.8,,1.0,1.0,1.0,2.05,2.3,2.3,2.05,Mikel Vesga Arruti.png,,83n1qv6ypl625aolzjeqifv11,Athletic Bilbao.png,Mikel Vesga Arruti.png,1,https://players.gameon.app/laliga/season/metadata/Mikel Vesga Arruti/Mikel Vesga Arruti_Common_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Vesga Arruti/Mikel Vesga Arruti_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Vesga Arruti/Mikel Vesga Arruti_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Vesga Arruti/Mikel Vesga Arruti_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mikel Vesga Arruti/Mikel Vesga Arruti_Legendary_0.json,https://players.gameon.app/laliga/season/images/Mikel Vesga Arruti/Mikel Vesga Arruti_Common_0.png,https://players.gameon.app/laliga/season/images/Mikel Vesga Arruti/Mikel Vesga Arruti_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Mikel Vesga Arruti/Mikel Vesga Arruti_Rare_0.png,https://players.gameon.app/laliga/season/images/Mikel Vesga Arruti/Mikel Vesga Arruti_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Mikel Vesga Arruti/Mikel Vesga Arruti_Legendary_0.png
Nicholas Williams Arthuer,22,Spain,Left Winger,ATHLETIC CLUB,Offence,5,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.7,1.5,1.45,1.2,,1.0,1.0,1.0,1.8,1.6,1.55,1.3,,1.0,1.0,1.0,1.95,1.75,1.7,1.45,,1.0,1.0,1.0,2.15,1.95,1.9,1.65,,1.0,1.0,1.0,2.4,2.2,2.15,1.9,Nicholas Williams Arthuer.png,,66jotyvbhtz5cjvhbby6luelm,Athletic Bilbao.png,Nicholas Williams Arthuer.png,1,https://players.gameon.app/laliga/season/metadata/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Common_0.json,https://players.gameon.app/laliga/season/metadata/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Legendary_0.json,https://players.gameon.app/laliga/season/images/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Common_0.png,https://players.gameon.app/laliga/season/images/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Rare_0.png,https://players.gameon.app/laliga/season/images/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Nicholas Williams Arthuer/Nicholas Williams Arthuer_Legendary_0.png
Nicolas Serrano Galdeano,21,Spain,Left Winger,ATHLETIC CLUB,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Nicolas Serrano Galdeano.png,,26wj6flfqi59vgz6vwjgur2ay,Athletic Bilbao.png,Nicolas Serrano Galdeano.png,1,https://players.gameon.app/laliga/season/metadata/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Common_0.json,https://players.gameon.app/laliga/season/metadata/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Legendary_0.json,https://players.gameon.app/laliga/season/images/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Common_0.png,https://players.gameon.app/laliga/season/images/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Rare_0.png,https://players.gameon.app/laliga/season/images/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Nicolas Serrano Galdeano/Nicolas Serrano Galdeano_Legendary_0.png
Oihan Sancet Tirapu,25,Spain,Attacking Midfield,ATHLETIC CLUB,Midfield,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.4,1.65,1.65,1.4,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.65,1.9,1.9,1.65,,1.0,1.0,1.0,1.85,2.1,2.1,1.85,,1.0,1.0,1.0,2.1,2.35,2.35,2.1,Oihan Sancet Tirapu.png,,dfcbvsb7o18lavmonbp5ucwoa,Athletic Bilbao.png,Oihan Sancet Tirapu.png,1,https://players.gameon.app/laliga/season/metadata/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Common_0.json,https://players.gameon.app/laliga/season/metadata/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Legendary_0.json,https://players.gameon.app/laliga/season/images/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Common_0.png,https://players.gameon.app/laliga/season/images/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Rare_0.png,https://players.gameon.app/laliga/season/images/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Oihan Sancet Tirapu/Oihan Sancet Tirapu_Legendary_0.png
Oscar De Marcos Arana,35,Spain,Right-Back,ATHLETIC CLUB,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Oscar De Marcos Arana.png,,e9wu8g45hq2c1vp07jktx0set,Athletic Bilbao.png,Oscar De Marcos Arana.png,1,https://players.gameon.app/laliga/season/metadata/Oscar De Marcos Arana/Oscar De Marcos Arana_Common_0.json,https://players.gameon.app/laliga/season/metadata/Oscar De Marcos Arana/Oscar De Marcos Arana_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Oscar De Marcos Arana/Oscar De Marcos Arana_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar De Marcos Arana/Oscar De Marcos Arana_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar De Marcos Arana/Oscar De Marcos Arana_Legendary_0.json,https://players.gameon.app/laliga/season/images/Oscar De Marcos Arana/Oscar De Marcos Arana_Common_0.png,https://players.gameon.app/laliga/season/images/Oscar De Marcos Arana/Oscar De Marcos Arana_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Oscar De Marcos Arana/Oscar De Marcos Arana_Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar De Marcos Arana/Oscar De Marcos Arana_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar De Marcos Arana/Oscar De Marcos Arana_Legendary_0.png
Unai Gomez Etxebarria,23,Spain,Attacking Midfield,ATHLETIC CLUB,Midfield,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.45,1.7,1.7,1.45,,1.0,1.0,1.0,1.6,1.85,1.85,1.6,,1.0,1.0,1.0,1.8,2.05,2.05,1.8,,1.0,1.0,1.0,2.05,2.3,2.3,2.05,Unai Gomez Etxebarria.png,,b2rqgjegzeyq6wy6qu63zz2fo,Athletic Bilbao.png,Unai Gomez Etxebarria.png,1,https://players.gameon.app/laliga/season/metadata/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Common_0.json,https://players.gameon.app/laliga/season/metadata/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Legendary_0.json,https://players.gameon.app/laliga/season/images/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Common_0.png,https://players.gameon.app/laliga/season/images/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Rare_0.png,https://players.gameon.app/laliga/season/images/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Unai Gomez Etxebarria/Unai Gomez Etxebarria_Legendary_0.png
Unai Nunez Gestoso,27,Spain,Centre-Back,ATHLETIC CLUB,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Unai Nunez Gestoso.png,,e8s9ssopq5nmp51zymvqp8jbp,Athletic Bilbao.png,Unai Nunez Gestoso.png,1,https://players.gameon.app/laliga/season/metadata/Unai Nunez Gestoso/Unai Nunez Gestoso_Common_0.json,https://players.gameon.app/laliga/season/metadata/Unai Nunez Gestoso/Unai Nunez Gestoso_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Unai Nunez Gestoso/Unai Nunez Gestoso_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Unai Nunez Gestoso/Unai Nunez Gestoso_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Unai Nunez Gestoso/Unai Nunez Gestoso_Legendary_0.json,https://players.gameon.app/laliga/season/images/Unai Nunez Gestoso/Unai Nunez Gestoso_Common_0.png,https://players.gameon.app/laliga/season/images/Unai Nunez Gestoso/Unai Nunez Gestoso_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Unai Nunez Gestoso/Unai Nunez Gestoso_Rare_0.png,https://players.gameon.app/laliga/season/images/Unai Nunez Gestoso/Unai Nunez Gestoso_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Unai Nunez Gestoso/Unai Nunez Gestoso_Legendary_0.png
Unai Simon Mendibil,27,Spain,Goalkeeper,ATHLETIC CLUB,GK,4,1.75,1.5,2.5,,,,,2.5,2.25,3.25,1.0,1.0,1.0,1.0,,2.9,2.65,3.65,1.0,1.0,1.0,1.0,,3.3,3.05,4.05,1.0,1.0,1.0,1.0,,3.9,3.65,4.65,1.0,1.0,1.0,1.0,,4.7,4.45,5.45,1.0,1.0,1.0,1.0,Unai Simon Mendibil.png,,4vlurpsi44g09g159t61u83bp,Athletic Bilbao.png,Unai Simon Mendibil.png,1,https://players.gameon.app/laliga/season/metadata/Unai Simon Mendibil/Unai Simon Mendibil_Common_0.json,https://players.gameon.app/laliga/season/metadata/Unai Simon Mendibil/Unai Simon Mendibil_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Unai Simon Mendibil/Unai Simon Mendibil_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Unai Simon Mendibil/Unai Simon Mendibil_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Unai Simon Mendibil/Unai Simon Mendibil_Legendary_0.json,https://players.gameon.app/laliga/season/images/Unai Simon Mendibil/Unai Simon Mendibil_Common_0.png,https://players.gameon.app/laliga/season/images/Unai Simon Mendibil/Unai Simon Mendibil_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Unai Simon Mendibil/Unai Simon Mendibil_Rare_0.png,https://players.gameon.app/laliga/season/images/Unai Simon Mendibil/Unai Simon Mendibil_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Unai Simon Mendibil/Unai Simon Mendibil_Legendary_0.png
Yeray Alvarez Lopez,29,Spain,Centre-Back,ATHLETIC CLUB,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Yeray Alvarez Lopez.png,,uzzq2p3s1qnb3wv1pee3mcph,Athletic Bilbao.png,Yeray Alvarez Lopez.png,1,https://players.gameon.app/laliga/season/metadata/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Common_0.png,https://players.gameon.app/laliga/season/images/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Rare_0.png,https://players.gameon.app/laliga/season/images/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Yeray Alvarez Lopez/Yeray Alvarez Lopez_Legendary_0.png
Yuri Berchiche Izeta,35,Spain,Left-Back,ATHLETIC CLUB,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Yuri Berchiche Izeta.png,,8hm6d6395johhjsoe8jz6dcyd,Athletic Bilbao.png,Yuri Berchiche Izeta.png,1,https://players.gameon.app/laliga/season/metadata/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Common_0.json,https://players.gameon.app/laliga/season/metadata/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Legendary_0.json,https://players.gameon.app/laliga/season/images/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Common_0.png,https://players.gameon.app/laliga/season/images/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Rare_0.png,https://players.gameon.app/laliga/season/images/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Yuri Berchiche Izeta/Yuri Berchiche Izeta_Legendary_0.png
Abel Bretones Cruz,24,Spain,Left-Back,CA OSASUNA,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Abel Bretones Cruz.png,,bvs3rixmobb9gje6kfvhgb52i,Osasuna.png,Abel Bretones Cruz.png,1,https://players.gameon.app/laliga/season/metadata/Abel Bretones Cruz/Abel Bretones Cruz_Common_0.json,https://players.gameon.app/laliga/season/metadata/Abel Bretones Cruz/Abel Bretones Cruz_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Abel Bretones Cruz/Abel Bretones Cruz_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Abel Bretones Cruz/Abel Bretones Cruz_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Abel Bretones Cruz/Abel Bretones Cruz_Legendary_0.json,https://players.gameon.app/laliga/season/images/Abel Bretones Cruz/Abel Bretones Cruz_Common_0.png,https://players.gameon.app/laliga/season/images/Abel Bretones Cruz/Abel Bretones Cruz_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Abel Bretones Cruz/Abel Bretones Cruz_Rare_0.png,https://players.gameon.app/laliga/season/images/Abel Bretones Cruz/Abel Bretones Cruz_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Abel Bretones Cruz/Abel Bretones Cruz_Legendary_0.png
